model,variable,test,topic_a,topic_b,statistic,p_value,p_adj_bonferroni,significant_p05
BERTopic,desc_length,Mann-Whitney U (pairwise),1,5,-,0.089935,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,6,-,0.122132,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,7,-,2e-06,0.000816,True
BERTopic,desc_length,Mann-Whitney U (pairwise),1,8,-,0.0014,0.739461,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,9,-,0.105115,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,10,-,0.386276,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,11,-,0.093796,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,12,-,0.54872,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,13,-,0.006135,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,14,-,0.030221,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,15,-,0.929246,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,16,-,0.524811,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,17,-,1e-06,0.000287,True
BERTopic,desc_length,Mann-Whitney U (pairwise),1,18,-,0.000365,0.192811,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,19,-,0.607055,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,20,-,0.047277,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,21,-,0.738572,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,22,-,0.002413,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,23,-,0.236243,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,24,-,1.1e-05,0.00556,True
BERTopic,desc_length,Mann-Whitney U (pairwise),1,25,-,0.021268,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,26,-,0.636421,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,27,-,2.5e-05,0.013435,True
BERTopic,desc_length,Mann-Whitney U (pairwise),1,28,-,0.938584,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,29,-,0.262503,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,30,-,0.74218,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,31,-,0.00345,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,32,-,0.227903,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,3,-,0.0,1e-06,True
BERTopic,desc_length,Mann-Whitney U (pairwise),2,4,-,0.057058,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,5,-,0.001231,0.649977,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,6,-,0.994895,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,7,-,0.0,2e-06,True
BERTopic,desc_length,Mann-Whitney U (pairwise),2,8,-,1.9e-05,0.009894,True
BERTopic,desc_length,Mann-Whitney U (pairwise),2,9,-,0.006362,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,10,-,0.021856,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,11,-,0.564054,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,12,-,0.054022,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,13,-,0.081538,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,14,-,0.242038,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,15,-,0.335968,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,16,-,0.066799,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,17,-,0.0,1e-06,True
BERTopic,desc_length,Mann-Whitney U (pairwise),2,18,-,0.006331,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,19,-,0.700222,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,20,-,0.005598,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,21,-,0.785949,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,22,-,8.7e-05,0.045915,True
BERTopic,desc_length,Mann-Whitney U (pairwise),2,23,-,0.706497,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,24,-,0.0,0.00017,True
BERTopic,desc_length,Mann-Whitney U (pairwise),2,25,-,0.001786,0.94291,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,26,-,0.79916,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,27,-,2e-06,0.000799,True
BERTopic,desc_length,Mann-Whitney U (pairwise),2,28,-,0.595383,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,29,-,0.567992,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,30,-,0.31142,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,31,-,0.000279,0.147512,False
BERTopic,desc_length,Mann-Whitney U (pairwise),2,32,-,0.50875,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,4,-,0.000114,0.0604,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,5,-,0.041338,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,6,-,2e-06,0.001041,True
BERTopic,desc_length,Mann-Whitney U (pairwise),3,7,-,0.192408,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,8,-,0.94485,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,9,-,0.155615,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,10,-,0.009552,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,11,-,3.5e-05,0.018743,True
BERTopic,desc_length,Mann-Whitney U (pairwise),3,12,-,0.014037,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,13,-,0.0,0.000223,True
BERTopic,desc_length,Mann-Whitney U (pairwise),3,14,-,2e-06,0.001045,True
BERTopic,desc_length,Mann-Whitney U (pairwise),3,15,-,0.005809,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,16,-,0.026832,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,17,-,0.025694,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,18,-,0.0,1.5e-05,True
BERTopic,desc_length,Mann-Whitney U (pairwise),3,19,-,0.007274,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,20,-,0.970596,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,21,-,0.028532,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,22,-,0.370263,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,23,-,0.002775,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,24,-,0.00178,0.939773,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,25,-,0.646082,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,26,-,0.006938,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,27,-,0.004622,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,28,-,0.086017,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,29,-,0.006045,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,30,-,0.15676,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,31,-,0.152284,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),3,32,-,0.007812,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,5,-,0.174471,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,6,-,0.101422,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,7,-,1.8e-05,0.009507,True
BERTopic,desc_length,Mann-Whitney U (pairwise),4,8,-,0.004267,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,9,-,0.198082,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,10,-,0.467741,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,11,-,0.083023,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,12,-,0.631087,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,13,-,0.00368,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,14,-,0.016216,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,15,-,0.740359,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,16,-,0.651223,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,17,-,2e-06,0.000907,True
BERTopic,desc_length,Mann-Whitney U (pairwise),4,18,-,0.000161,0.085226,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,19,-,0.527985,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,20,-,0.050463,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,21,-,0.676401,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,22,-,0.00273,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,23,-,0.207248,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,24,-,9e-06,0.004767,True
BERTopic,desc_length,Mann-Whitney U (pairwise),4,25,-,0.022701,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,26,-,0.521911,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,27,-,3e-05,0.01598,True
BERTopic,desc_length,Mann-Whitney U (pairwise),4,28,-,0.9067,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,29,-,0.168765,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,30,-,0.827827,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,31,-,0.003584,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),4,32,-,0.177406,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,6,-,0.010501,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,7,-,0.003581,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,8,-,0.118349,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,9,-,0.855674,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,10,-,0.570584,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,11,-,0.011878,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,12,-,0.553616,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,13,-,0.000608,0.321249,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,14,-,0.001833,0.967983,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,15,-,0.254238,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,16,-,0.551028,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,17,-,0.00034,0.179451,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,18,-,1.5e-05,0.007973,True
BERTopic,desc_length,Mann-Whitney U (pairwise),5,19,-,0.17828,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,20,-,0.2515,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,21,-,0.26728,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,22,-,0.044001,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,23,-,0.051334,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,24,-,0.000209,0.110222,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,25,-,0.131684,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,26,-,0.142685,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,27,-,0.000343,0.181215,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,28,-,0.452551,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,29,-,0.072527,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,30,-,0.596754,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,31,-,0.027832,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),5,32,-,0.06578,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,7,-,1e-06,0.000414,True
BERTopic,desc_length,Mann-Whitney U (pairwise),6,8,-,0.000304,0.160757,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,9,-,0.016877,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,10,-,0.044965,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,11,-,0.631385,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,12,-,0.085554,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,13,-,0.147013,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,14,-,0.336702,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,15,-,0.356046,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,16,-,0.132976,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,17,-,0.0,9.3e-05,True
BERTopic,desc_length,Mann-Whitney U (pairwise),6,18,-,0.013282,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,19,-,0.744863,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,20,-,0.013411,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,21,-,0.711381,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,22,-,0.00057,0.300733,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,23,-,0.751197,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,24,-,4e-06,0.001984,True
BERTopic,desc_length,Mann-Whitney U (pairwise),6,25,-,0.005603,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,26,-,0.635251,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,27,-,1.6e-05,0.008417,True
BERTopic,desc_length,Mann-Whitney U (pairwise),6,28,-,0.56027,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,29,-,0.598939,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,30,-,0.3377,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,31,-,0.000751,0.396413,False
BERTopic,desc_length,Mann-Whitney U (pairwise),6,32,-,0.576952,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,8,-,0.257902,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,9,-,0.034873,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,10,-,0.000671,0.354171,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,11,-,9e-06,0.004796,True
BERTopic,desc_length,Mann-Whitney U (pairwise),7,12,-,0.001756,0.92726,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,13,-,0.0,9.9e-05,True
BERTopic,desc_length,Mann-Whitney U (pairwise),7,14,-,1e-06,0.00039,True
BERTopic,desc_length,Mann-Whitney U (pairwise),7,15,-,0.001294,0.683476,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,16,-,0.00278,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,17,-,0.455735,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,18,-,0.0,1.3e-05,True
BERTopic,desc_length,Mann-Whitney U (pairwise),7,19,-,0.001063,0.561114,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,20,-,0.458266,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,21,-,0.009509,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,22,-,0.908462,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,23,-,0.000805,0.424983,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,24,-,0.024637,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,25,-,0.705562,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,26,-,0.001259,0.665007,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,27,-,0.04893,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,28,-,0.022772,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,29,-,0.003723,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,30,-,0.06023,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,31,-,0.490273,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),7,32,-,0.004559,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,9,-,0.228878,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,10,-,0.038415,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,11,-,0.000681,0.359415,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,12,-,0.049152,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,13,-,2.2e-05,0.011432,True
BERTopic,desc_length,Mann-Whitney U (pairwise),8,14,-,0.000105,0.055339,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,15,-,0.015648,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,16,-,0.105502,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,17,-,0.038568,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,18,-,2e-06,0.000955,True
BERTopic,desc_length,Mann-Whitney U (pairwise),8,19,-,0.015065,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,20,-,0.925979,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,21,-,0.058747,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,22,-,0.30801,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,23,-,0.006261,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,24,-,0.005871,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,25,-,0.640171,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,26,-,0.012552,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,27,-,0.005839,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,28,-,0.12668,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,29,-,0.015998,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,30,-,0.176938,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,31,-,0.232386,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),8,32,-,0.010303,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,10,-,0.473838,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,11,-,0.013071,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,12,-,0.463897,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,13,-,0.00145,0.765822,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,14,-,0.003914,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,15,-,0.267657,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,16,-,0.543077,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,17,-,0.003723,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,18,-,0.000103,0.054264,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,19,-,0.187531,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,20,-,0.446668,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,21,-,0.207464,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,22,-,0.123943,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,23,-,0.068039,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,24,-,0.003832,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,25,-,0.229724,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,26,-,0.169068,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,27,-,0.003218,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,28,-,0.467215,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,29,-,0.075363,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,30,-,0.629247,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,31,-,0.059036,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),9,32,-,0.073604,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,11,-,0.040567,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,12,-,0.81741,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,13,-,0.001494,0.788702,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,14,-,0.003631,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,15,-,0.47264,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,16,-,0.718692,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,17,-,1.1e-05,0.005825,True
BERTopic,desc_length,Mann-Whitney U (pairwise),10,18,-,1.1e-05,0.005687,True
BERTopic,desc_length,Mann-Whitney U (pairwise),10,19,-,0.290569,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,20,-,0.086344,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,21,-,0.440753,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,22,-,0.00886,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,23,-,0.098276,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,24,-,2e-05,0.01046,True
BERTopic,desc_length,Mann-Whitney U (pairwise),10,25,-,0.043777,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,26,-,0.263011,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,27,-,5e-05,0.026214,True
BERTopic,desc_length,Mann-Whitney U (pairwise),10,28,-,0.568426,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,29,-,0.04498,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,30,-,0.920514,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,31,-,0.003575,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),10,32,-,0.061653,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,12,-,0.086785,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,13,-,0.429064,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,14,-,0.740174,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,15,-,0.239038,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,16,-,0.120876,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,17,-,2e-06,0.000797,True
BERTopic,desc_length,Mann-Whitney U (pairwise),11,18,-,0.091909,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,19,-,0.556713,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,20,-,0.007373,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,21,-,0.487185,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,22,-,0.000653,0.344994,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,23,-,0.994608,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,24,-,9e-06,0.004496,True
BERTopic,desc_length,Mann-Whitney U (pairwise),11,25,-,0.005846,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,26,-,0.47904,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,27,-,2.2e-05,0.011503,True
BERTopic,desc_length,Mann-Whitney U (pairwise),11,28,-,0.416384,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,29,-,0.855304,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,30,-,0.237797,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,31,-,0.001351,0.713082,False
BERTopic,desc_length,Mann-Whitney U (pairwise),11,32,-,0.772729,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,13,-,0.004615,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,14,-,0.009066,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,15,-,0.577056,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,16,-,0.880484,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,17,-,3.7e-05,0.019303,True
BERTopic,desc_length,Mann-Whitney U (pairwise),12,18,-,3.9e-05,0.020638,True
BERTopic,desc_length,Mann-Whitney U (pairwise),12,19,-,0.408536,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,20,-,0.109959,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,21,-,0.492986,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,22,-,0.015945,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,23,-,0.146843,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,24,-,0.00014,0.074034,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,25,-,0.05322,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,26,-,0.464952,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,27,-,0.00021,0.110907,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,28,-,0.576698,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,29,-,0.075239,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,30,-,1.0,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,31,-,0.005529,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),12,32,-,0.09923,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),13,14,-,0.510246,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),13,15,-,0.05127,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),13,16,-,0.004913,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),13,17,-,0.0,3e-05,True
BERTopic,desc_length,Mann-Whitney U (pairwise),13,18,-,0.482728,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),13,19,-,0.159459,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),13,20,-,0.001388,0.732616,False
BERTopic,desc_length,Mann-Whitney U (pairwise),13,21,-,0.153472,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),13,22,-,3.4e-05,0.017926,True
BERTopic,desc_length,Mann-Whitney U (pairwise),13,23,-,0.587201,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),13,24,-,1e-06,0.000647,True
BERTopic,desc_length,Mann-Whitney U (pairwise),13,25,-,0.000789,0.416422,False
BERTopic,desc_length,Mann-Whitney U (pairwise),13,26,-,0.11809,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),13,27,-,3e-06,0.001649,True
BERTopic,desc_length,Mann-Whitney U (pairwise),13,28,-,0.098537,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),13,29,-,0.463428,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),13,30,-,0.093155,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),13,31,-,0.00026,0.137293,False
BERTopic,desc_length,Mann-Whitney U (pairwise),13,32,-,0.794111,1.0,False
